scenario,attack_ratio,seed,sim_time_us,mote,record_type,time_ticks,node,seq,bytes,time_s,root,sender,delay_ticks
50n_10p_seed4,0.1,4,274198000,9,TX,273862,9.0,7,10,273.862,,,
50n_10p_seed4,0.1,4,274278984,1,RX,273307,,7,11,273.307,1.0,9.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,275648000,3,TX,274725,3.0,8,10,274.725,,,
50n_10p_seed4,0.1,4,275726984,1,RX,274755,,8,11,274.755,1.0,3.0,30.0
50n_10p_seed4,0.1,4,275964000,50,TX,275449,50.0,9,11,275.449,,,
50n_10p_seed4,0.1,4,276006016,1,RX,275035,,9,12,275.035,1.0,50.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,277225000,31,TX,277032,31.0,9,11,277.032,,,
50n_10p_seed4,0.1,4,277236728,1,RX,276265,,9,12,276.265,1.0,31.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,277252000,8,TX,276403,8.0,7,10,276.403,,,
50n_10p_seed4,0.1,4,277296984,1,RX,276325,,7,11,276.325,1.0,8.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,278705000,39,TX,278540,39.0,9,11,278.54,,,
50n_10p_seed4,0.1,4,278748728,1,RX,277777,,9,12,277.777,1.0,39.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,279872000,24,TX,279338,24.0,8,11,279.338,,,
50n_10p_seed4,0.1,4,279892728,1,RX,278921,,8,12,278.921,1.0,24.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,279938000,23,TX,279678,23.0,8,11,279.678,,,
50n_10p_seed4,0.1,4,279960728,1,RX,278989,,8,12,278.989,1.0,23.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,281576000,5,TX,280883,5.0,9,10,280.883,,,
50n_10p_seed4,0.1,4,281637984,1,RX,280666,,9,11,280.666,1.0,5.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,281842000,15,TX,281254,15.0,8,11,281.254,,,
50n_10p_seed4,0.1,4,281887728,1,RX,280916,,8,12,280.916,1.0,15.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,283074000,30,TX,282267,30.0,9,11,282.267,,,
50n_10p_seed4,0.1,4,283100728,1,RX,282129,,9,12,282.129,1.0,30.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,284314000,43,TX,283918,43.0,9,11,283.918,,,
50n_10p_seed4,0.1,4,284349016,1,RX,283378,,9,12,283.378,1.0,43.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,284380000,12,TX,283401,12.0,8,11,283.401,,,
50n_10p_seed4,0.1,4,284394728,1,RX,283423,,8,12,283.423,1.0,12.0,22.0
50n_10p_seed4,0.1,4,284595000,16,TX,284433,16.0,9,11,284.433,,,
50n_10p_seed4,0.1,4,284675016,1,RX,283704,,9,12,283.704,1.0,16.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,285515000,35,TX,284578,35.0,8,11,284.578,,,
50n_10p_seed4,0.1,4,285552000,20,TX,284709,20.0,9,11,284.709,,,
50n_10p_seed4,0.1,4,285561728,1,RX,284590,,9,12,284.59,1.0,20.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,285586016,1,RX,284615,,8,12,284.615,1.0,35.0,37.0
50n_10p_seed4,0.1,4,285937000,14,TX,285658,14.0,9,11,285.658,,,
50n_10p_seed4,0.1,4,285947728,1,RX,284976,,9,12,284.976,1.0,14.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,285985000,18,TX,285135,18.0,10,12,285.135,,,
50n_10p_seed4,0.1,4,285993000,17,TX,285225,17.0,7,11,285.225,,,
50n_10p_seed4,0.1,4,286012048,1,RX,285041,,10,13,285.041,1.0,18.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,286088016,1,RX,285117,,7,12,285.117,1.0,17.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,286375000,2,TX,285384,2.0,8,10,285.384,,,
50n_10p_seed4,0.1,4,286403984,1,RX,285432,,8,11,285.432,1.0,2.0,48.0
50n_10p_seed4,0.1,4,286630000,49,TX,286249,49.0,9,11,286.249,,,
50n_10p_seed4,0.1,4,286713016,1,RX,285742,,9,12,285.742,1.0,49.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,286881000,25,TX,286425,25.0,8,11,286.425,,,
50n_10p_seed4,0.1,4,286931016,1,RX,285960,,8,12,285.96,1.0,25.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,287057000,34,TX,286421,34.0,7,11,286.421,,,
50n_10p_seed4,0.1,4,287147016,1,RX,286176,,7,12,286.176,1.0,34.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,287246000,42,TX,286333,42.0,8,11,286.333,,,
50n_10p_seed4,0.1,4,287287016,1,RX,286316,,8,12,286.316,1.0,42.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,287561000,40,TX,287078,40.0,9,11,287.078,,,
50n_10p_seed4,0.1,4,287630016,1,RX,286659,,9,12,286.659,1.0,40.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,288195000,19,TX,287673,19.0,8,11,287.673,,,
50n_10p_seed4,0.1,4,288205728,1,RX,287234,,8,12,287.234,1.0,19.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,288465000,11,TX,288179,11.0,10,12,288.179,,,
50n_10p_seed4,0.1,4,288513048,1,RX,287542,,10,13,287.542,1.0,11.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,288936000,48,TX,288228,48.0,8,11,288.228,,,
50n_10p_seed4,0.1,4,288993016,1,RX,288022,,8,12,288.022,1.0,48.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,290403000,36,TX,289563,36.0,8,11,289.563,,,
50n_10p_seed4,0.1,4,290441728,1,RX,289470,,8,12,289.47,1.0,36.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,290529000,44,TX,290373,44.0,8,11,290.373,,,
50n_10p_seed4,0.1,4,290634016,1,RX,289663,,8,12,289.663,1.0,44.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,290668000,7,TX,290331,7.0,10,11,290.331,,,
50n_10p_seed4,0.1,4,290712016,1,RX,289741,,10,12,289.741,1.0,7.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,290815000,41,TX,290457,41.0,10,12,290.457,,,
50n_10p_seed4,0.1,4,290868048,1,RX,289897,,10,13,289.897,1.0,41.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,291914000,29,TX,291142,29.0,8,11,291.142,,,
50n_10p_seed4,0.1,4,291947728,1,RX,290976,,8,12,290.976,1.0,29.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,292212000,26,TX,292075,26.0,9,11,292.075,,,
50n_10p_seed4,0.1,4,292267016,1,RX,291296,,9,12,291.296,1.0,26.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,292539000,22,TX,291700,22.0,9,11,291.7,,,
50n_10p_seed4,0.1,4,292580728,1,RX,291609,,9,12,291.609,1.0,22.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,293717000,6,TX,293017,6.0,9,10,293.017,,,
50n_10p_seed4,0.1,4,293764984,1,RX,292793,,9,11,292.793,1.0,6.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,294787000,45,TX,293794,45.0,9,11,293.794,,,
50n_10p_seed4,0.1,4,294800728,1,RX,293829,,9,12,293.829,1.0,45.0,35.0
50n_10p_seed4,0.1,4,295088000,32,TX,294893,32.0,9,11,294.893,,,
50n_10p_seed4,0.1,4,295131728,1,RX,294160,,9,12,294.16,1.0,32.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,295622000,37,TX,295426,37.0,10,12,295.426,,,
50n_10p_seed4,0.1,4,295653760,1,RX,294682,,10,13,294.682,1.0,37.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,296574000,47,TX,295690,47.0,9,11,295.69,,,
50n_10p_seed4,0.1,4,296616728,1,RX,295645,,9,12,295.645,1.0,47.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,296738000,33,TX,296447,33.0,10,12,296.447,,,
50n_10p_seed4,0.1,4,296777064,1,RX,295806,,10,13,295.806,1.0,33.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,297705000,31,TX,297512,31.0,10,12,297.512,,,
50n_10p_seed4,0.1,4,297748760,1,RX,296777,,10,13,296.777,1.0,31.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,298905000,28,TX,298609,28.0,8,11,298.609,,,
50n_10p_seed4,0.1,4,298914728,1,RX,297943,,8,12,297.943,1.0,28.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,300385000,27,TX,299918,27.0,8,11,299.918,,,
50n_10p_seed4,0.1,4,300415728,1,RX,299444,,8,12,299.444,1.0,27.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,300542000,9,TX,300206,9.0,8,10,300.206,,,
50n_10p_seed4,0.1,4,300634984,1,RX,299663,,8,11,299.663,1.0,9.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,300919000,13,TX,300288,13.0,9,11,300.288,,,
50n_10p_seed4,0.1,4,300941728,1,RX,299970,,9,12,299.97,1.0,13.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,303019000,46,TX,302908,46.0,9,11,302.908,,,
50n_10p_seed4,0.1,4,303051728,1,RX,302080,,9,12,302.08,1.0,46.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,303093000,3,TX,302170,3.0,9,10,302.17,,,
50n_10p_seed4,0.1,4,303147984,1,RX,302176,,9,11,302.176,1.0,3.0,6.0
50n_10p_seed4,0.1,4,303459000,21,TX,303135,21.0,9,11,303.135,,,
50n_10p_seed4,0.1,4,303484728,1,RX,302513,,9,12,302.513,1.0,21.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,304008000,30,TX,303201,30.0,10,12,303.201,,,
50n_10p_seed4,0.1,4,304028760,1,RX,303057,,10,13,303.057,1.0,30.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,305662000,50,TX,305147,50.0,10,12,305.147,,,
50n_10p_seed4,0.1,4,305751048,1,RX,304780,,10,13,304.78,1.0,50.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,305805000,23,TX,305545,23.0,9,11,305.545,,,
50n_10p_seed4,0.1,4,305813728,1,RX,304842,,9,12,304.842,1.0,23.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,306151000,38,TX,305402,38.0,9,11,305.402,,,
50n_10p_seed4,0.1,4,306189728,1,RX,305218,,9,12,305.218,1.0,38.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,306319000,10,TX,306111,10.0,8,11,306.111,,,
50n_10p_seed4,0.1,4,306333000,1,RX,305362,,8,12,305.362,1.0,10.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,307120000,35,TX,306183,35.0,9,11,306.183,,,
50n_10p_seed4,0.1,4,307176000,2,TX,306185,2.0,9,10,306.185,,,
50n_10p_seed4,0.1,4,307201016,1,RX,306230,,9,12,306.23,1.0,35.0,47.0
50n_10p_seed4,0.1,4,307255984,1,RX,306284,,9,11,306.284,1.0,2.0,99.0
50n_10p_seed4,0.1,4,307393000,4,TX,307378,4.0,9,10,307.378,,,
50n_10p_seed4,0.1,4,307457984,1,RX,306486,,9,11,306.486,1.0,4.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,309069000,24,TX,308535,24.0,9,11,308.535,,,
50n_10p_seed4,0.1,4,309107728,1,RX,308136,,9,12,308.136,1.0,24.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,310305000,39,TX,310140,39.0,10,12,310.14,,,
50n_10p_seed4,0.1,4,310341760,1,RX,309370,,10,13,309.37,1.0,39.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,310830000,8,TX,309981,8.0,8,10,309.981,,,
50n_10p_seed4,0.1,4,310866984,1,RX,309895,,8,11,309.895,1.0,8.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,311198000,14,TX,310919,14.0,10,12,310.919,,,
50n_10p_seed4,0.1,4,311203760,1,RX,310232,,10,13,310.232,1.0,14.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,312802000,15,TX,312214,15.0,9,11,312.214,,,
50n_10p_seed4,0.1,4,312828728,1,RX,311857,,9,12,311.857,1.0,15.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,312893000,12,TX,311914,12.0,9,11,311.914,,,
50n_10p_seed4,0.1,4,312906728,1,RX,311935,,9,12,311.935,1.0,12.0,21.0
50n_10p_seed4,0.1,4,313781000,17,TX,313013,17.0,8,11,313.013,,,
50n_10p_seed4,0.1,4,313859016,1,RX,312888,,8,12,312.888,1.0,17.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,314078000,34,TX,313442,34.0,8,11,313.442,,,
50n_10p_seed4,0.1,4,314175016,1,RX,313204,,8,12,313.204,1.0,34.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,314287000,29,TX,313515,29.0,9,11,313.515,,,
50n_10p_seed4,0.1,4,314297728,1,RX,313326,,9,12,313.326,1.0,29.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,315131000,48,TX,314423,48.0,9,11,314.423,,,
50n_10p_seed4,0.1,4,315212016,1,RX,314241,,9,12,314.241,1.0,48.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,315588000,5,TX,314895,5.0,10,11,314.895,,,
50n_10p_seed4,0.1,4,315667016,1,RX,314696,,10,12,314.696,1.0,5.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,315696000,20,TX,314853,20.0,10,12,314.853,,,
50n_10p_seed4,0.1,4,315709760,1,RX,314738,,10,13,314.738,1.0,20.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,315793000,19,TX,315271,19.0,9,11,315.271,,,
50n_10p_seed4,0.1,4,315802728,1,RX,314831,,9,12,314.831,1.0,19.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,316209000,41,TX,315851,41.0,11,12,315.851,,,
50n_10p_seed4,0.1,4,316223048,1,RX,315252,,11,13,315.252,1.0,41.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,316270000,16,TX,316108,16.0,10,12,316.108,,,
50n_10p_seed4,0.1,4,316337048,1,RX,315366,,10,13,315.366,1.0,16.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,316830000,43,TX,316434,43.0,10,12,316.434,,,
50n_10p_seed4,0.1,4,316882048,1,RX,315911,,10,13,315.911,1.0,43.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,317282000,47,TX,316398,47.0,10,12,316.398,,,
50n_10p_seed4,0.1,4,317308760,1,RX,316337,,10,13,316.337,1.0,47.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,317468000,22,TX,316629,22.0,10,12,316.629,,,
50n_10p_seed4,0.1,4,317499760,1,RX,316528,,10,13,316.528,1.0,22.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,317848000,11,TX,317562,11.0,11,12,317.562,,,
50n_10p_seed4,0.1,4,317918048,1,RX,316947,,11,13,316.947,1.0,11.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,318491000,18,TX,317641,18.0,11,12,317.641,,,
50n_10p_seed4,0.1,4,318561048,1,RX,317590,,11,13,317.59,1.0,18.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,318875000,36,TX,318035,36.0,9,11,318.035,,,
50n_10p_seed4,0.1,4,318884728,1,RX,317913,,9,12,317.913,1.0,36.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,319156000,6,TX,318456,6.0,10,11,318.456,,,
50n_10p_seed4,0.1,4,319262016,1,RX,318291,,10,12,318.291,1.0,6.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,321153000,25,TX,320697,25.0,9,11,320.697,,,
50n_10p_seed4,0.1,4,321201000,31,TX,321008,31.0,11,12,321.008,,,
50n_10p_seed4,0.1,4,321206760,1,RX,320235,,11,13,320.235,1.0,31.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,321215016,1,RX,320244,,9,12,320.244,1.0,25.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,322401000,27,TX,321934,27.0,9,11,321.934,,,
50n_10p_seed4,0.1,4,322445728,1,RX,321474,,9,12,321.474,1.0,27.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,323304000,37,TX,323108,37.0,11,12,323.108,,,
50n_10p_seed4,0.1,4,323329760,1,RX,322358,,11,13,322.358,1.0,37.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,323937000,21,TX,323613,21.0,10,12,323.613,,,
50n_10p_seed4,0.1,4,323978760,1,RX,323007,,10,13,323.007,1.0,21.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,324979000,3,TX,324056,3.0,10,11,324.056,,,
50n_10p_seed4,0.1,4,325035016,1,RX,324064,,10,12,324.064,1.0,3.0,8.0
50n_10p_seed4,0.1,4,325271000,42,TX,324358,42.0,9,11,324.358,,,
50n_10p_seed4,0.1,4,325346016,1,RX,324375,,9,12,324.375,1.0,42.0,17.0
50n_10p_seed4,0.1,4,325567000,49,TX,325186,49.0,10,12,325.186,,,
50n_10p_seed4,0.1,4,325586048,1,RX,324615,,10,13,324.615,1.0,49.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,326039000,28,TX,325743,28.0,9,11,325.743,,,
50n_10p_seed4,0.1,4,326040000,26,TX,325903,26.0,10,12,325.903,,,
50n_10p_seed4,0.1,4,326106048,1,RX,325135,,10,13,325.135,1.0,26.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,326124728,1,RX,325153,,9,12,325.153,1.0,28.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,326457000,40,TX,325974,40.0,10,12,325.974,,,
50n_10p_seed4,0.1,4,326486048,1,RX,325515,,10,13,325.515,1.0,40.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,326656000,7,TX,326319,7.0,11,11,326.319,,,
50n_10p_seed4,0.1,4,326705016,1,RX,325734,,11,12,325.734,1.0,7.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,327080000,46,TX,326969,46.0,10,12,326.969,,,
50n_10p_seed4,0.1,4,327113760,1,RX,326142,,10,13,326.142,1.0,46.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,328009000,50,TX,327494,50.0,11,12,327.494,,,
50n_10p_seed4,0.1,4,328073000,44,TX,327917,44.0,9,11,327.917,,,
50n_10p_seed4,0.1,4,328078048,1,RX,327107,,11,13,327.107,1.0,50.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,328175016,1,RX,327204,,9,12,327.204,1.0,44.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,329101000,9,TX,328765,9.0,9,10,328.765,,,
50n_10p_seed4,0.1,4,329185984,1,RX,328214,,9,11,328.214,1.0,9.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,331043000,23,TX,330783,23.0,10,12,330.783,,,
50n_10p_seed4,0.1,4,331081760,1,RX,330110,,10,13,330.11,1.0,23.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,331273000,33,TX,330982,33.0,11,12,330.982,,,
50n_10p_seed4,0.1,4,331314048,1,RX,330343,,11,13,330.343,1.0,33.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,332101000,45,TX,331108,45.0,10,12,331.108,,,
50n_10p_seed4,0.1,4,332135760,1,RX,331164,,10,13,331.164,1.0,45.0,56.0
50n_10p_seed4,0.1,4,332454000,2,TX,331463,2.0,10,11,331.463,,,
50n_10p_seed4,0.1,4,332466000,32,TX,332271,32.0,10,12,332.271,,,
50n_10p_seed4,0.1,4,332480016,1,RX,331509,,10,12,331.509,1.0,2.0,46.0
50n_10p_seed4,0.1,4,332496760,1,RX,331525,,10,13,331.525,1.0,32.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,332983000,13,TX,332352,13.0,10,12,332.352,,,
50n_10p_seed4,0.1,4,333013760,1,RX,332042,,10,13,332.042,1.0,13.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,335829000,5,TX,335136,5.0,11,11,335.136,,,
50n_10p_seed4,0.1,4,335887016,1,RX,334916,,11,12,334.916,1.0,5.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,335935000,15,TX,335347,15.0,10,12,335.347,,,
50n_10p_seed4,0.1,4,335955760,1,RX,334984,,10,13,334.984,1.0,15.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,337957000,48,TX,337249,48.0,10,12,337.249,,,
50n_10p_seed4,0.1,4,338008048,1,RX,337037,,10,13,337.037,1.0,48.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,338241000,12,TX,337262,12.0,10,12,337.262,,,
50n_10p_seed4,0.1,4,338276760,1,RX,337305,,10,13,337.305,1.0,12.0,43.0
50n_10p_seed4,0.1,4,338859000,38,TX,338110,38.0,10,12,338.11,,,
50n_10p_seed4,0.1,4,338880760,1,RX,337909,,10,13,337.909,1.0,38.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,339253000,29,TX,338481,29.0,10,12,338.481,,,
50n_10p_seed4,0.1,4,339273000,16,TX,339111,16.0,11,12,339.111,,,
50n_10p_seed4,0.1,4,339294760,1,RX,338323,,10,13,338.323,1.0,29.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,339335048,1,RX,338364,,11,13,338.364,1.0,16.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,339879000,41,TX,339521,41.0,12,12,339.521,,,
50n_10p_seed4,0.1,4,339945048,1,RX,338974,,12,13,338.974,1.0,41.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,340125000,18,TX,339275,18.0,12,12,339.275,,,
50n_10p_seed4,0.1,4,340140048,1,RX,339169,,12,13,339.169,1.0,18.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,340863000,6,TX,340163,6.0,11,11,340.163,,,
50n_10p_seed4,0.1,4,340949016,1,RX,339978,,11,12,339.978,1.0,6.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,341830000,19,TX,341308,19.0,10,12,341.308,,,
50n_10p_seed4,0.1,4,341849760,1,RX,340878,,10,13,340.878,1.0,19.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,342991000,10,TX,342783,10.0,9,11,342.783,,,
50n_10p_seed4,0.1,4,343036016,1,RX,342065,,9,12,342.065,1.0,10.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,343087000,24,TX,342553,24.0,10,12,342.553,,,
50n_10p_seed4,0.1,4,343119760,1,RX,342148,,10,13,342.148,1.0,24.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,343456000,25,TX,343000,25.0,10,12,343.0,,,
50n_10p_seed4,0.1,4,343500064,1,RX,342529,,10,13,342.529,1.0,25.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,343866000,30,TX,343059,30.0,11,12,343.059,,,
50n_10p_seed4,0.1,4,343881760,1,RX,342910,,11,13,342.91,1.0,30.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,344426000,4,TX,344411,4.0,10,11,344.411,,,
50n_10p_seed4,0.1,4,344477016,1,RX,343506,,10,12,343.506,1.0,4.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,344981000,22,TX,344142,22.0,11,12,344.142,,,
50n_10p_seed4,0.1,4,345007760,1,RX,344036,,11,13,344.036,1.0,22.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,345487000,39,TX,345322,39.0,11,12,345.322,,,
50n_10p_seed4,0.1,4,345528760,1,RX,344557,,11,13,344.557,1.0,39.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,345549000,35,TX,344612,35.0,10,12,344.612,,,
50n_10p_seed4,0.1,4,345644048,1,RX,344673,,10,13,344.673,1.0,35.0,61.0
50n_10p_seed4,0.1,4,346637000,17,TX,345869,17.0,9,11,345.869,,,
50n_10p_seed4,0.1,4,346742016,1,RX,345771,,9,12,345.771,1.0,17.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,347376000,34,TX,346740,34.0,9,11,346.74,,,
50n_10p_seed4,0.1,4,347444016,1,RX,346473,,9,12,346.473,1.0,34.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,347515000,42,TX,346602,42.0,10,12,346.602,,,
50n_10p_seed4,0.1,4,347568048,1,RX,346597,,10,13,346.597,1.0,42.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,347936000,31,TX,347743,31.0,12,12,347.743,,,
50n_10p_seed4,0.1,4,347968760,1,RX,346997,,12,13,346.997,1.0,31.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,348085000,43,TX,347689,43.0,11,12,347.689,,,
50n_10p_seed4,0.1,4,348134048,1,RX,347163,,11,13,347.163,1.0,43.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,348159000,20,TX,347316,20.0,11,12,347.316,,,
50n_10p_seed4,0.1,4,348195760,1,RX,347224,,11,13,347.224,1.0,20.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,349131000,44,TX,348975,44.0,10,12,348.975,,,
50n_10p_seed4,0.1,4,349195048,1,RX,348224,,10,13,348.224,1.0,44.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,350002000,27,TX,349535,27.0,10,12,349.535,,,
50n_10p_seed4,0.1,4,350029760,1,RX,349058,,10,13,349.058,1.0,27.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,350522000,8,TX,349673,8.0,9,10,349.673,,,
50n_10p_seed4,0.1,4,350580984,1,RX,349609,,9,11,349.609,1.0,8.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,350790000,14,TX,350511,14.0,11,12,350.511,,,
50n_10p_seed4,0.1,4,350812760,1,RX,349841,,11,13,349.841,1.0,14.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,351230000,47,TX,350346,47.0,11,12,350.346,,,
50n_10p_seed4,0.1,4,351270760,1,RX,350299,,11,13,350.299,1.0,47.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,351613000,21,TX,351289,21.0,11,12,351.289,,,
50n_10p_seed4,0.1,4,351623760,1,RX,350652,,11,13,350.652,1.0,21.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,351628000,3,TX,350705,3.0,11,11,350.705,,,
50n_10p_seed4,0.1,4,351696016,1,RX,350725,,11,12,350.725,1.0,3.0,20.0
50n_10p_seed4,0.1,4,352502000,45,TX,351509,45.0,11,12,351.509,,,
50n_10p_seed4,0.1,4,352538760,1,RX,351567,,11,13,351.567,1.0,45.0,58.0
50n_10p_seed4,0.1,4,353846000,13,TX,353215,13.0,11,12,353.215,,,
50n_10p_seed4,0.1,4,353872760,1,RX,352901,,11,13,352.901,1.0,13.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,354107000,36,TX,353267,36.0,10,12,353.267,,,
50n_10p_seed4,0.1,4,354137760,1,RX,353166,,10,13,353.166,1.0,36.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,354283000,37,TX,354087,37.0,12,12,354.087,,,
50n_10p_seed4,0.1,4,354309760,1,RX,353338,,12,13,353.338,1.0,37.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,355537000,23,TX,355277,23.0,11,12,355.277,,,
50n_10p_seed4,0.1,4,355548760,1,RX,354577,,11,13,354.577,1.0,23.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,356271000,46,TX,356160,46.0,11,12,356.16,,,
50n_10p_seed4,0.1,4,356276760,1,RX,355305,,11,13,355.305,1.0,46.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,357350000,26,TX,357213,26.0,11,12,357.213,,,
50n_10p_seed4,0.1,4,357434048,1,RX,356463,,11,13,356.463,1.0,26.0,1.8446744073709552e+19
50n_10p_seed4,0.1,4,357596000,11,TX,357310,11.0,12,12,357.31,,,
