scenario,attack_ratio,seed,sim_time_us,mote,record_type,event,time_ticks,node,role,attack,seq,rank,dag_rank,parent,parent_rank,parent_metric,etx,rssi,nbrs,delay_ticks,time_s,bucket_end_s,snapshot_id,advertised_rank,actual_rank_from_dio,rank_decrement,rank_delta,tx_count,rx_success_count,mean_delivery_delay_ticks,pdr
50n_10p_seed1,0.1,1,60392984,1,TRACE,rx,59844,1,root,0,1,128,1,0,65535,65535,65535,32767,21,18446744073709551192,59.844,60,50n_10p_seed1_t00060,128.0,128.0,,0.0,0,0,0.0,0.0
50n_10p_seed1,0.1,1,50765000,2,TRACE,periodic,50001,2,benign,0,0,706,5,19,514,192,192,-75,7,0,50.001,60,50n_10p_seed1_t00060,706.0,706.0,,0.0,0,0,0.0,0.0
50n_10p_seed1,0.1,1,50642000,3,TRACE,periodic,50001,3,benign,0,1,346,2,6,128,218,218,-91,11,0,50.001,60,50n_10p_seed1_t00060,346.0,346.0,,0.0,1,1,189.0,1.0
50n_10p_seed1,0.1,1,50971000,4,TRACE,periodic,50001,4,benign,0,1,488,3,21,288,200,200,-84,12,0,50.001,60,50n_10p_seed1_t00060,488.0,488.0,,0.0,1,1,472.0,1.0
50n_10p_seed1,0.1,1,50065000,5,TRACE,periodic,50001,5,benign,0,1,477,3,21,288,189,189,-72,13,0,50.001,60,50n_10p_seed1_t00060,477.0,477.0,,0.0,1,1,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,60003000,6,TRACE,tx,59189,6,attacker,1,1,456,3,21,288,168,168,-80,13,0,59.189,60,50n_10p_seed1_t00060,128.0,456.0,512.0,328.0,2,2,326.5,1.0
50n_10p_seed1,0.1,1,50505000,7,TRACE,periodic,50001,7,benign,0,1,295,2,24,128,167,167,-89,12,0,50.001,60,50n_10p_seed1_t00060,295.0,295.0,,0.0,1,1,42.0,1.0
50n_10p_seed1,0.1,1,50907000,8,TRACE,periodic,50001,8,benign,0,1,448,3,14,277,171,171,-86,10,0,50.001,60,50n_10p_seed1_t00060,448.0,448.0,,0.0,1,1,432.0,1.0
50n_10p_seed1,0.1,1,50240000,9,TRACE,periodic,50001,9,attacker,1,0,305,2,24,128,177,177,-85,7,0,50.001,60,50n_10p_seed1_t00060,128.0,305.0,512.0,177.0,0,0,0.0,0.0
50n_10p_seed1,0.1,1,57465000,10,TRACE,tx,57164,10,benign,0,1,485,3,27,273,212,212,-81,10,0,57.164,60,50n_10p_seed1_t00060,485.0,485.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,50137000,11,TRACE,periodic,50001,11,benign,0,1,455,3,14,277,178,178,-91,13,0,50.001,60,50n_10p_seed1_t00060,455.0,455.0,,0.0,1,1,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,50999000,12,TRACE,periodic,50001,12,benign,0,1,300,2,28,128,172,172,-85,17,0,50.001,60,50n_10p_seed1_t00060,300.0,300.0,,0.0,1,1,474.0,1.0
50n_10p_seed1,0.1,1,50541000,13,TRACE,periodic,50001,13,benign,0,1,302,2,1,128,174,174,-83,19,0,50.001,60,50n_10p_seed1_t00060,302.0,302.0,,0.0,1,1,0.0,1.0
50n_10p_seed1,0.1,1,50692000,14,TRACE,periodic,50001,14,benign,0,1,277,2,1,128,149,149,-82,19,0,50.001,60,50n_10p_seed1_t00060,277.0,277.0,,0.0,1,1,181.0,1.0
50n_10p_seed1,0.1,1,55201000,15,TRACE,tx,54856,15,benign,0,1,286,2,1,128,158,158,-94,18,0,54.856,60,50n_10p_seed1_t00060,286.0,286.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,60844000,16,TRACE,tx,59983,16,benign,0,1,477,3,14,277,200,200,-73,15,0,59.983,60,50n_10p_seed1_t00060,477.0,477.0,,0.0,2,1,375.0,0.5
50n_10p_seed1,0.1,1,50086000,17,TRACE,periodic,50001,17,benign,0,1,488,3,23,312,176,176,-82,10,0,50.001,60,50n_10p_seed1_t00060,488.0,488.0,,0.0,1,2,1.8446744073709552e+19,2.0
50n_10p_seed1,0.1,1,57135000,18,TRACE,tx,56884,18,benign,0,1,297,2,28,128,169,169,-87,12,0,56.884,60,50n_10p_seed1_t00060,297.0,297.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,50369000,19,TRACE,periodic,50001,19,benign,0,1,514,4,36,305,209,209,-92,17,0,50.001,60,50n_10p_seed1_t00060,514.0,514.0,,0.0,1,1,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,50013000,20,TRACE,periodic,50001,20,benign,0,2,331,2,1,128,203,203,-63,22,0,50.001,60,50n_10p_seed1_t00060,331.0,331.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,50926000,21,TRACE,periodic,50001,21,benign,0,1,288,2,1,128,160,160,-51,21,0,50.001,60,50n_10p_seed1_t00060,288.0,288.0,,0.0,1,1,406.0,1.0
50n_10p_seed1,0.1,1,57024000,22,TRACE,tx,56304,22,benign,0,1,334,2,1,128,206,206,-47,23,0,56.304,60,50n_10p_seed1_t00060,334.0,334.0,,0.0,2,2,193.5,1.0
50n_10p_seed1,0.1,1,50290000,23,TRACE,periodic,50001,23,benign,0,1,312,2,1,128,184,184,-65,23,0,50.001,60,50n_10p_seed1_t00060,312.0,312.0,,0.0,1,1,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,50180000,24,TRACE,periodic,50001,24,attacker,1,1,288,2,39,128,160,160,-84,17,0,50.001,60,50n_10p_seed1_t00060,128.0,288.0,512.0,160.0,1,1,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,58539000,25,TRACE,tx,58057,25,benign,0,1,455,3,15,286,169,169,-87,13,0,58.057,60,50n_10p_seed1_t00060,455.0,455.0,,0.0,2,2,9.223372036854776e+18,1.0
50n_10p_seed1,0.1,1,50427000,26,TRACE,periodic,50001,26,benign,0,1,351,2,28,128,223,223,-71,11,0,50.001,60,50n_10p_seed1_t00060,351.0,351.0,,0.0,1,1,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,50666000,27,TRACE,periodic,50001,27,benign,0,1,273,2,1,128,145,145,-88,18,0,50.001,60,50n_10p_seed1_t00060,273.0,273.0,,0.0,1,1,151.0,1.0
50n_10p_seed1,0.1,1,50421000,28,TRACE,periodic,50001,28,attacker,1,2,288,2,1,128,160,160,-50,21,0,50.001,60,50n_10p_seed1_t00060,128.0,288.0,512.0,160.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,50038000,29,TRACE,periodic,50001,29,benign,0,1,309,2,1,128,181,181,-25,21,0,50.001,60,50n_10p_seed1_t00060,309.0,309.0,,0.0,1,1,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,50052000,30,TRACE,periodic,50001,30,benign,0,2,326,2,1,128,198,198,-19,21,0,50.001,60,50n_10p_seed1_t00060,326.0,326.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,54483000,31,TRACE,tx,53770,31,benign,0,1,370,2,1,128,242,242,-59,21,0,53.77,60,50n_10p_seed1_t00060,370.0,370.0,,0.0,2,2,195.5,1.0
50n_10p_seed1,0.1,1,60742000,32,TRACE,periodic,60000,32,benign,0,1,305,2,1,128,177,177,-81,18,0,60.0,60,50n_10p_seed1_t00060,305.0,305.0,,0.0,1,1,233.0,1.0
50n_10p_seed1,0.1,1,50109000,33,TRACE,periodic,50001,33,benign,0,2,308,2,39,128,180,180,-74,13,0,50.001,60,50n_10p_seed1_t00060,308.0,308.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,50836000,34,TRACE,periodic,50001,34,benign,0,2,532,4,27,281,251,251,-53,11,0,50.001,60,50n_10p_seed1_t00060,532.0,532.0,,0.0,2,2,342.5,1.0
50n_10p_seed1,0.1,1,58265000,35,TRACE,tx,57654,35,benign,0,1,485,3,29,309,176,176,-81,16,0,57.654,60,50n_10p_seed1_t00060,485.0,485.0,,0.0,2,2,121.0,1.0
50n_10p_seed1,0.1,1,50684000,36,TRACE,periodic,50001,36,benign,0,1,305,2,1,128,177,177,-66,18,0,50.001,60,50n_10p_seed1_t00060,305.0,305.0,,0.0,1,1,176.0,1.0
50n_10p_seed1,0.1,1,50183000,37,TRACE,periodic,50001,37,benign,0,1,334,2,1,128,206,206,-42,18,0,50.001,60,50n_10p_seed1_t00060,334.0,334.0,,0.0,1,1,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,50971000,38,TRACE,periodic,50001,38,benign,0,2,326,2,1,128,198,198,-49,19,0,50.001,60,50n_10p_seed1_t00060,326.0,326.0,,0.0,2,2,442.5,1.0
50n_10p_seed1,0.1,1,50139000,39,TRACE,periodic,50001,39,attacker,1,1,289,2,1,128,161,161,-73,18,0,50.001,60,50n_10p_seed1_t00060,128.0,285.0,512.0,157.0,1,1,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,50203000,40,TRACE,periodic,50001,40,benign,0,2,290,2,1,128,162,162,-90,16,0,50.001,60,50n_10p_seed1_t00060,290.0,290.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,50390000,41,TRACE,periodic,50001,41,benign,0,2,320,2,39,128,192,192,-64,10,0,50.001,60,50n_10p_seed1_t00060,320.0,320.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,54718000,42,TRACE,tx,53882,42,benign,0,1,446,3,27,273,173,173,-84,8,0,53.882,60,50n_10p_seed1_t00060,446.0,446.0,,0.0,2,2,321.5,1.0
50n_10p_seed1,0.1,1,50214000,43,TRACE,periodic,50001,43,benign,0,1,307,2,28,128,179,179,-79,12,0,50.001,60,50n_10p_seed1_t00060,307.0,307.0,,0.0,1,1,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,54600000,44,TRACE,tx,54180,44,benign,0,1,485,3,29,309,176,176,-91,13,0,54.18,60,50n_10p_seed1_t00060,485.0,485.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,50792000,45,TRACE,periodic,50001,45,benign,0,1,305,2,1,128,177,177,-81,13,0,50.001,60,50n_10p_seed1_t00060,305.0,305.0,,0.0,1,1,261.0,1.0
50n_10p_seed1,0.1,1,50201000,46,TRACE,periodic,50001,46,benign,0,2,299,2,1,128,171,171,-82,15,0,50.001,60,50n_10p_seed1_t00060,299.0,299.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,50425000,47,TRACE,periodic,50001,47,benign,0,1,294,2,1,128,166,166,-92,14,0,50.001,60,50n_10p_seed1_t00060,294.0,294.0,,0.0,1,1,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,57602000,48,TRACE,tx,57313,48,benign,0,1,334,2,39,128,206,206,-57,10,0,57.313,60,50n_10p_seed1_t00060,334.0,334.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,53396000,49,TRACE,tx,52702,49,benign,0,0,320,2,39,128,192,192,-75,7,0,52.702,60,50n_10p_seed1_t00060,320.0,320.0,,0.0,1,1,200.0,1.0
50n_10p_seed1,0.1,1,50998000,50,TRACE,periodic,50001,50,benign,0,1,661,5,35,485,176,176,-82,5,0,50.001,60,50n_10p_seed1_t00060,661.0,661.0,,0.0,1,1,513.0,1.0
50n_10p_seed1,0.1,1,119826984,1,TRACE,rx,119278,1,root,0,3,128,1,0,65535,65535,65535,32767,21,18446744073709551190,119.278,120,50n_10p_seed1_t00120,128.0,128.0,,0.0,0,0,0.0,0.0
50n_10p_seed1,0.1,1,110765000,2,TRACE,periodic,110001,2,benign,0,2,647,5,19,468,179,179,-75,7,0,110.001,120,50n_10p_seed1_t00120,647.0,647.0,,0.0,2,2,273.0,1.0
50n_10p_seed1,0.1,1,110642000,3,TRACE,periodic,110001,3,benign,0,3,328,2,6,128,200,200,-91,11,0,110.001,120,50n_10p_seed1_t00120,328.0,328.0,,0.0,2,2,221.5,1.0
50n_10p_seed1,0.1,1,110971000,4,TRACE,periodic,110001,4,benign,0,3,454,3,21,269,185,185,-84,12,0,110.001,120,50n_10p_seed1_t00120,454.0,454.0,,0.0,2,2,458.5,1.0
50n_10p_seed1,0.1,1,119769000,5,TRACE,tx,119705,5,benign,0,3,440,3,21,264,176,176,-72,13,0,119.705,120,50n_10p_seed1_t00120,440.0,440.0,,0.0,3,3,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,113512000,6,TRACE,tx,112698,6,attacker,1,3,417,3,21,264,153,153,-80,13,0,112.698,120,50n_10p_seed1_t00120,128.0,417.0,512.0,289.0,2,2,307.0,1.0
50n_10p_seed1,0.1,1,110505000,7,TRACE,periodic,110001,7,benign,0,3,287,2,24,128,159,159,-89,12,0,110.001,120,50n_10p_seed1_t00120,287.0,287.0,,0.0,2,2,40.0,1.0
50n_10p_seed1,0.1,1,116520000,8,TRACE,tx,115614,8,benign,0,3,425,3,14,263,162,162,-86,10,0,115.614,120,50n_10p_seed1_t00120,425.0,425.0,,0.0,3,3,417.0,1.0
50n_10p_seed1,0.1,1,110240000,9,TRACE,periodic,110001,9,attacker,1,3,291,2,24,128,163,163,-85,7,0,110.001,120,50n_10p_seed1_t00120,128.0,295.0,512.0,167.0,3,3,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,115250000,10,TRACE,tx,114949,10,benign,0,3,456,3,27,261,195,195,-81,10,0,114.949,120,50n_10p_seed1_t00120,456.0,456.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,110137000,11,TRACE,periodic,110001,11,benign,0,3,434,3,14,266,168,168,-91,13,0,110.001,120,50n_10p_seed1_t00120,434.0,434.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,110999000,12,TRACE,periodic,110001,12,benign,0,3,291,2,28,128,163,163,-85,17,0,110.001,120,50n_10p_seed1_t00120,291.0,291.0,,0.0,2,2,513.0,1.0
50n_10p_seed1,0.1,1,110541000,13,TRACE,periodic,110001,13,benign,0,3,292,2,1,128,164,164,-83,19,0,110.001,120,50n_10p_seed1_t00120,292.0,292.0,,0.0,2,2,26.5,1.0
50n_10p_seed1,0.1,1,119268000,14,TRACE,tx,118577,14,benign,0,3,261,2,1,128,133,133,-82,19,0,118.577,120,50n_10p_seed1_t00120,261.0,261.0,,0.0,3,3,153.0,1.0
50n_10p_seed1,0.1,1,115722000,15,TRACE,tx,115377,15,benign,0,3,274,2,1,128,146,146,-94,18,0,115.377,120,50n_10p_seed1_t00120,274.0,274.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,117375000,16,TRACE,tx,116514,16,benign,0,3,448,3,14,263,185,185,-73,15,0,116.514,120,50n_10p_seed1_t00120,448.0,448.0,,0.0,2,3,357.3333333333333,1.5
50n_10p_seed1,0.1,1,110086000,17,TRACE,periodic,110001,17,benign,0,4,450,3,23,288,162,162,-82,10,0,110.001,120,50n_10p_seed1_t00120,450.0,450.0,,0.0,3,2,1.8446744073709552e+19,0.6666666666666666
50n_10p_seed1,0.1,1,110252000,18,TRACE,periodic,110001,18,benign,0,3,288,2,28,128,160,160,-87,12,0,110.001,120,50n_10p_seed1_t00120,288.0,288.0,,0.0,1,1,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,110369000,19,TRACE,periodic,110001,19,benign,0,3,459,3,36,280,179,179,-92,17,0,110.001,120,50n_10p_seed1_t00120,459.0,459.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,110013000,20,TRACE,periodic,110001,20,benign,0,4,316,2,1,128,188,188,-63,22,0,110.001,120,50n_10p_seed1_t00120,316.0,316.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,118829000,21,TRACE,tx,117904,21,benign,0,3,263,2,1,128,135,135,-51,21,0,117.904,120,50n_10p_seed1_t00120,263.0,263.0,,0.0,3,3,402.0,1.0
50n_10p_seed1,0.1,1,110721000,22,TRACE,periodic,110001,22,benign,0,4,312,2,1,128,184,184,-47,23,0,110.001,120,50n_10p_seed1_t00120,312.0,312.0,,0.0,2,2,204.5,1.0
50n_10p_seed1,0.1,1,110290000,23,TRACE,periodic,110001,23,benign,0,3,288,2,1,128,160,160,-65,23,0,110.001,120,50n_10p_seed1_t00120,288.0,288.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,111487000,24,TRACE,tx,111308,24,attacker,1,2,271,2,39,128,143,143,-84,17,0,111.308,120,50n_10p_seed1_t00120,128.0,269.0,512.0,141.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,110483000,25,TRACE,periodic,110001,25,benign,0,3,434,3,15,274,160,160,-87,13,0,110.001,120,50n_10p_seed1_t00120,434.0,434.0,,0.0,1,1,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,110427000,26,TRACE,periodic,110001,26,benign,0,3,332,2,28,128,204,204,-71,11,0,110.001,120,50n_10p_seed1_t00120,332.0,332.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,110666000,27,TRACE,periodic,110001,27,benign,0,3,261,2,1,128,133,133,-88,18,0,110.001,120,50n_10p_seed1_t00120,261.0,261.0,,0.0,2,2,135.5,1.0
50n_10p_seed1,0.1,1,110421000,28,TRACE,periodic,110001,28,attacker,1,4,264,2,1,128,136,136,-50,21,0,110.001,120,50n_10p_seed1_t00120,128.0,263.0,512.0,135.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,110038000,29,TRACE,periodic,110001,29,benign,0,3,274,2,1,128,146,146,-25,21,0,110.001,120,50n_10p_seed1_t00120,274.0,274.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,113527000,30,TRACE,tx,113476,30,benign,0,3,319,2,1,128,191,191,-19,21,0,113.476,120,50n_10p_seed1_t00120,319.0,319.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,110714000,31,TRACE,periodic,110001,31,benign,0,4,337,2,1,128,209,209,-59,21,0,110.001,120,50n_10p_seed1_t00120,337.0,337.0,,0.0,2,2,193.0,1.0
50n_10p_seed1,0.1,1,120742000,32,TRACE,periodic,120000,32,benign,0,4,291,2,1,128,163,163,-81,18,0,120.0,120,50n_10p_seed1_t00120,291.0,291.0,,0.0,3,3,214.33333333333334,1.0
50n_10p_seed1,0.1,1,110109000,33,TRACE,periodic,110001,33,benign,0,4,297,2,39,128,169,169,-74,13,0,110.001,120,50n_10p_seed1_t00120,297.0,297.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,110836000,34,TRACE,periodic,110001,34,benign,0,3,500,3,27,262,238,238,-53,11,0,110.001,120,50n_10p_seed1_t00120,500.0,500.0,,0.0,1,1,360.0,1.0
50n_10p_seed1,0.1,1,110612000,35,TRACE,periodic,110001,35,benign,0,4,434,3,29,279,155,155,-81,16,0,110.001,120,50n_10p_seed1_t00120,434.0,434.0,,0.0,2,2,95.0,1.0
50n_10p_seed1,0.1,1,110684000,36,TRACE,periodic,110001,36,benign,0,4,277,2,1,128,149,149,-66,18,0,110.001,120,50n_10p_seed1_t00120,277.0,277.0,,0.0,3,3,162.0,1.0
50n_10p_seed1,0.1,1,110183000,37,TRACE,periodic,110001,37,benign,0,3,319,2,1,128,191,191,-42,18,0,110.001,120,50n_10p_seed1_t00120,319.0,319.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,110971000,38,TRACE,periodic,110001,38,benign,0,4,312,2,1,128,184,184,-49,19,0,110.001,120,50n_10p_seed1_t00120,312.0,312.0,,0.0,2,2,440.5,1.0
50n_10p_seed1,0.1,1,110139000,39,TRACE,periodic,110001,39,attacker,1,3,258,2,1,128,130,130,-73,18,0,110.001,120,50n_10p_seed1_t00120,128.0,256.0,512.0,128.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,110203000,40,TRACE,periodic,110001,40,benign,0,4,283,2,1,128,155,155,-90,16,0,110.001,120,50n_10p_seed1_t00120,283.0,283.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,110390000,41,TRACE,periodic,110001,41,benign,0,4,307,2,39,128,179,179,-64,10,0,110.001,120,50n_10p_seed1_t00120,307.0,307.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,110837000,42,TRACE,periodic,110001,42,benign,0,4,422,3,27,262,160,160,-84,8,0,110.001,120,50n_10p_seed1_t00120,422.0,422.0,,0.0,2,2,350.5,1.0
50n_10p_seed1,0.1,1,115157000,43,TRACE,tx,114944,43,benign,0,3,296,2,28,128,168,168,-79,12,0,114.944,120,50n_10p_seed1_t00120,296.0,296.0,,0.0,3,3,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,110490000,44,TRACE,tx,110070,44,benign,0,3,445,3,29,279,166,166,-91,13,0,110.07,120,50n_10p_seed1_t00120,445.0,445.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,111699000,45,TRACE,tx,110908,45,benign,0,2,300,2,1,128,172,172,-81,13,0,110.908,120,50n_10p_seed1_t00120,300.0,300.0,,0.0,2,2,251.5,1.0
50n_10p_seed1,0.1,1,112197000,46,TRACE,tx,111997,46,benign,0,4,290,2,1,128,162,162,-82,15,0,111.997,120,50n_10p_seed1_t00120,290.0,290.0,,0.0,3,3,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,117063000,47,TRACE,tx,116639,47,benign,0,3,286,2,1,128,158,158,-92,14,0,116.639,120,50n_10p_seed1_t00120,286.0,286.0,,0.0,3,3,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,110290000,48,TRACE,periodic,110001,48,benign,0,4,312,2,39,128,184,184,-57,10,0,110.001,120,50n_10p_seed1_t00120,312.0,312.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,111252000,49,TRACE,tx,110558,49,benign,0,2,307,2,39,128,179,179,-75,7,0,110.558,120,50n_10p_seed1_t00120,307.0,307.0,,0.0,2,2,181.5,1.0
50n_10p_seed1,0.1,1,110998000,50,TRACE,periodic,110001,50,benign,0,3,610,4,35,444,166,166,-82,5,0,110.001,120,50n_10p_seed1_t00120,610.0,610.0,,0.0,2,2,515.0,1.0
50n_10p_seed1,0.1,1,179396984,1,TRACE,rx,178848,1,root,0,5,128,1,0,65535,65535,65535,32767,21,313,178.848,180,50n_10p_seed1_t00180,128.0,128.0,,0.0,0,0,0.0,0.0
50n_10p_seed1,0.1,1,170765000,2,TRACE,periodic,170001,2,benign,0,4,594,4,19,426,168,168,-75,7,0,170.001,180,50n_10p_seed1_t00180,594.0,594.0,,0.0,2,2,298.0,1.0
50n_10p_seed1,0.1,1,170642000,3,TRACE,periodic,170001,3,benign,0,5,313,2,6,128,185,185,-91,11,0,170.001,180,50n_10p_seed1_t00180,313.0,313.0,,0.0,2,2,184.5,1.0
50n_10p_seed1,0.1,1,170971000,4,TRACE,periodic,170001,4,benign,0,5,429,3,21,256,173,173,-84,12,0,170.001,180,50n_10p_seed1_t00180,429.0,429.0,,0.0,2,2,474.0,1.0
50n_10p_seed1,0.1,1,170065000,5,TRACE,periodic,170001,5,benign,0,5,422,3,21,256,166,166,-72,13,0,170.001,180,50n_10p_seed1_t00180,422.0,422.0,,0.0,1,1,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,179350000,6,TRACE,tx,178536,6,attacker,1,5,399,3,21,256,143,143,-80,13,0,178.536,180,50n_10p_seed1_t00180,128.0,399.0,512.0,271.0,2,2,322.0,1.0
50n_10p_seed1,0.1,1,170505000,7,TRACE,periodic,170001,7,benign,0,5,280,2,24,128,152,152,-89,12,0,170.001,180,50n_10p_seed1_t00180,280.0,280.0,,0.0,2,2,62.5,1.0
50n_10p_seed1,0.1,1,170907000,8,TRACE,periodic,170001,8,benign,0,6,421,3,14,269,152,152,-86,10,0,170.001,180,50n_10p_seed1_t00180,421.0,421.0,,0.0,2,2,406.0,1.0
50n_10p_seed1,0.1,1,170240000,9,TRACE,periodic,170001,9,attacker,1,5,283,2,24,128,155,155,-85,7,0,170.001,180,50n_10p_seed1_t00180,128.0,283.0,512.0,155.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,177897000,10,TRACE,tx,177596,10,benign,0,5,438,3,27,256,182,182,-81,10,0,177.596,180,50n_10p_seed1_t00180,438.0,438.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,170137000,11,TRACE,periodic,170001,11,benign,0,5,429,3,14,269,160,160,-91,13,0,170.001,180,50n_10p_seed1_t00180,429.0,429.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,170999000,12,TRACE,periodic,170001,12,benign,0,5,283,2,28,128,155,155,-85,17,0,170.001,180,50n_10p_seed1_t00180,283.0,283.0,,0.0,2,2,488.0,1.0
50n_10p_seed1,0.1,1,170541000,13,TRACE,periodic,170001,13,benign,0,5,284,2,1,128,156,156,-83,19,0,170.001,180,50n_10p_seed1_t00180,284.0,284.0,,0.0,2,2,20.5,1.0
50n_10p_seed1,0.1,1,172005000,14,TRACE,tx,171314,14,benign,0,5,264,2,1,128,136,136,-82,19,0,171.314,180,50n_10p_seed1_t00180,264.0,264.0,,0.0,2,2,177.0,1.0
50n_10p_seed1,0.1,1,177915000,15,TRACE,tx,177570,15,benign,0,5,266,2,1,128,138,138,-94,18,0,177.57,180,50n_10p_seed1_t00180,266.0,266.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,170862000,16,TRACE,periodic,170001,16,benign,0,6,437,3,14,269,168,168,-73,15,0,170.001,180,50n_10p_seed1_t00180,437.0,437.0,,0.0,2,2,357.0,1.0
50n_10p_seed1,0.1,1,170086000,17,TRACE,periodic,170001,17,benign,0,6,433,3,23,278,155,155,-82,10,0,170.001,180,50n_10p_seed1_t00180,433.0,433.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,170252000,18,TRACE,periodic,170001,18,benign,0,5,281,2,28,128,153,153,-87,12,0,170.001,180,50n_10p_seed1_t00180,281.0,281.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,170369000,19,TRACE,periodic,170001,19,benign,0,6,422,3,36,266,156,156,-92,17,0,170.001,180,50n_10p_seed1_t00180,422.0,422.0,,0.0,3,3,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,170013000,20,TRACE,periodic,170001,20,benign,0,6,304,2,1,128,176,176,-63,22,0,170.001,180,50n_10p_seed1_t00180,304.0,304.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,170926000,21,TRACE,periodic,170001,21,benign,0,5,256,2,1,128,128,128,-51,21,0,170.001,180,50n_10p_seed1_t00180,256.0,256.0,,0.0,1,1,388.0,1.0
50n_10p_seed1,0.1,1,170721000,22,TRACE,periodic,170001,22,benign,0,6,301,2,1,128,173,173,-47,23,0,170.001,180,50n_10p_seed1_t00180,301.0,301.0,,0.0,2,2,186.5,1.0
50n_10p_seed1,0.1,1,170290000,23,TRACE,periodic,170001,23,benign,0,5,275,2,1,128,147,147,-65,23,0,170.001,180,50n_10p_seed1_t00180,275.0,275.0,,0.0,2,2,1.8446744073709552e+19,1.0
50n_10p_seed1,0.1,1,170820000,24,TRACE,tx,170641,24,attacker,1,4,262,2,39,128,134,134,-84,17,0,170.641,180,50n_10p_seed1_t00180,128.0,261.0,512.0,133.0,2,2,1.8446744073709552e+19,1.0
