scenario,attack_ratio,seed,sim_time_us,mote,record_type,time_ticks,actual_rank,advertised_rank,decrement,time_s
50n_20p_seed1,0.2,1,537536000,32,DRA_ADVERTISE,536794,273,128,512,536.794
50n_20p_seed1,0.2,1,540393000,6,DRA_ADVERTISE,539579,384,128,512,539.579
50n_20p_seed1,0.2,1,540522984,6,DRA_ADVERTISE,539708,384,128,512,539.708
50n_20p_seed1,0.2,1,541056016,36,DRA_ADVERTISE,540373,266,128,512,540.373
50n_20p_seed1,0.2,1,541767016,44,DRA_ADVERTISE,541347,278,128,512,541.347
50n_20p_seed1,0.2,1,542450000,29,DRA_ADVERTISE,542413,256,128,512,542.413
50n_20p_seed1,0.2,1,548136272,36,DRA_ADVERTISE,547453,265,128,512,547.453
50n_20p_seed1,0.2,1,548143000,32,DRA_ADVERTISE,547401,271,128,512,547.401
50n_20p_seed1,0.2,1,548375000,38,DRA_ADVERTISE,547405,265,128,512,547.405
50n_20p_seed1,0.2,1,549388000,50,DRA_ADVERTISE,548391,264,128,512,548.391
50n_20p_seed1,0.2,1,549630000,33,DRA_ADVERTISE,549522,262,128,512,549.522
50n_20p_seed1,0.2,1,554043760,36,DRA_ADVERTISE,553360,262,128,512,553.36
50n_20p_seed1,0.2,1,554299000,47,DRA_ADVERTISE,553875,259,128,512,553.875
50n_20p_seed1,0.2,1,554654000,6,DRA_ADVERTISE,553840,384,128,512,553.84
50n_20p_seed1,0.2,1,554795000,36,DRA_ADVERTISE,554112,262,128,512,554.112
50n_20p_seed1,0.2,1,555360000,44,DRA_ADVERTISE,554940,275,128,512,554.94
50n_20p_seed1,0.2,1,557712016,32,DRA_ADVERTISE,556970,271,128,512,556.97
50n_20p_seed1,0.2,1,559116000,22,DRA_ADVERTISE,558396,256,128,512,558.396
50n_20p_seed1,0.2,1,559549016,32,DRA_ADVERTISE,558807,269,128,512,558.807
50n_20p_seed1,0.2,1,559722000,29,DRA_ADVERTISE,559685,256,128,512,559.685
50n_20p_seed1,0.2,1,561475984,6,DRA_ADVERTISE,560661,384,128,512,560.661
50n_20p_seed1,0.2,1,563365000,50,DRA_ADVERTISE,562368,264,128,512,562.368
50n_20p_seed1,0.2,1,563525016,32,DRA_ADVERTISE,562783,267,128,512,562.783
50n_20p_seed1,0.2,1,565401000,32,DRA_ADVERTISE,564659,265,128,512,564.659
50n_20p_seed1,0.2,1,565843000,38,DRA_ADVERTISE,564873,264,128,512,564.873
50n_20p_seed1,0.2,1,565936000,33,DRA_ADVERTISE,565828,261,128,512,565.828
50n_20p_seed1,0.2,1,566988000,6,DRA_ADVERTISE,566174,384,128,512,566.174
50n_20p_seed1,0.2,1,568161000,22,DRA_ADVERTISE,567441,256,128,512,567.441
50n_20p_seed1,0.2,1,569872016,36,DRA_ADVERTISE,569189,260,128,512,569.189
50n_20p_seed1,0.2,1,569935000,47,DRA_ADVERTISE,569511,258,128,512,569.511
50n_20p_seed1,0.2,1,570997000,44,DRA_ADVERTISE,570577,273,128,512,570.577
50n_20p_seed1,0.2,1,572229000,36,DRA_ADVERTISE,571546,257,128,512,571.546
50n_20p_seed1,0.2,1,574668000,6,DRA_ADVERTISE,573854,384,128,512,573.854
50n_20p_seed1,0.2,1,575168000,29,DRA_ADVERTISE,575131,256,128,512,575.131
50n_20p_seed1,0.2,1,576570272,36,DRA_ADVERTISE,575887,257,128,512,575.887
50n_20p_seed1,0.2,1,577099000,50,DRA_ADVERTISE,576102,264,128,512,576.102
50n_20p_seed1,0.2,1,578650016,44,DRA_ADVERTISE,578230,273,128,512,578.23
50n_20p_seed1,0.2,1,580980000,38,DRA_ADVERTISE,580010,264,128,512,580.01
50n_20p_seed1,0.2,1,581842016,32,DRA_ADVERTISE,581100,263,128,512,581.1
50n_20p_seed1,0.2,1,583057016,32,DRA_ADVERTISE,582315,262,128,512,582.315
50n_20p_seed1,0.2,1,583943000,33,DRA_ADVERTISE,583835,261,128,512,583.835
50n_20p_seed1,0.2,1,584524000,47,DRA_ADVERTISE,584100,257,128,512,584.1
50n_20p_seed1,0.2,1,584534000,33,DRA_ADVERTISE,584426,261,128,512,584.426
50n_20p_seed1,0.2,1,585462000,36,DRA_ADVERTISE,584779,256,128,512,584.779
50n_20p_seed1,0.2,1,585636000,6,DRA_ADVERTISE,584822,384,128,512,584.822
50n_20p_seed1,0.2,1,585810000,32,DRA_ADVERTISE,585068,261,128,512,585.068
50n_20p_seed1,0.2,1,589681984,6,DRA_ADVERTISE,588867,384,128,512,588.867
50n_20p_seed1,0.2,1,589835016,32,DRA_ADVERTISE,589093,260,128,512,589.093
50n_20p_seed1,0.2,1,591471000,22,DRA_ADVERTISE,590751,256,128,512,590.751
50n_20p_seed1,0.2,1,591887000,44,DRA_ADVERTISE,591467,269,128,512,591.467
50n_20p_seed1,0.2,1,592438000,29,DRA_ADVERTISE,592401,256,128,512,592.401
50n_20p_seed1,0.2,1,593624000,50,DRA_ADVERTISE,592627,263,128,512,592.627
50n_20p_seed1,0.2,1,598130000,47,DRA_ADVERTISE,597706,256,128,512,597.706
50n_20p_seed1,0.2,1,598991000,50,DRA_ADVERTISE,597994,263,128,512,597.994
50n_30p_seed1,0.3,1,8616000,39,DRA_ADVERTISE,8478,357,128,512,8.478
50n_30p_seed1,0.3,1,8874000,39,DRA_ADVERTISE,8736,357,128,512,8.736
50n_30p_seed1,0.3,1,9801000,39,DRA_ADVERTISE,9663,357,128,512,9.663
50n_30p_seed1,0.3,1,12059000,39,DRA_ADVERTISE,11921,357,128,512,11.921
50n_30p_seed1,0.3,1,14148000,15,DRA_ADVERTISE,13803,299,128,512,13.803
50n_30p_seed1,0.3,1,14380000,32,DRA_ADVERTISE,13638,311,128,512,13.638
50n_30p_seed1,0.3,1,14674000,15,DRA_ADVERTISE,14329,299,128,512,14.329
50n_30p_seed1,0.3,1,14700000,38,DRA_ADVERTISE,13730,343,128,512,13.73
50n_30p_seed1,0.3,1,14705000,32,DRA_ADVERTISE,13963,311,128,512,13.963
50n_30p_seed1,0.3,1,14710000,39,DRA_ADVERTISE,14572,357,128,512,14.572
50n_30p_seed1,0.3,1,14737000,13,DRA_ADVERTISE,14197,308,128,512,14.197
50n_30p_seed1,0.3,1,15153000,20,DRA_ADVERTISE,15141,350,128,512,15.141
50n_30p_seed1,0.3,1,15234000,13,DRA_ADVERTISE,14694,308,128,512,14.694
50n_30p_seed1,0.3,1,15247000,38,DRA_ADVERTISE,14277,343,128,512,14.277
50n_30p_seed1,0.3,1,15256000,15,DRA_ADVERTISE,14911,299,128,512,14.911
50n_30p_seed1,0.3,1,15661000,15,DRA_ADVERTISE,15316,299,128,512,15.316
50n_30p_seed1,0.3,1,15678000,20,DRA_ADVERTISE,15666,350,128,512,15.666
50n_30p_seed1,0.3,1,15884000,32,DRA_ADVERTISE,15142,311,128,512,15.142
50n_30p_seed1,0.3,1,15983000,13,DRA_ADVERTISE,15443,308,128,512,15.443
50n_30p_seed1,0.3,1,16113000,20,DRA_ADVERTISE,16101,350,128,512,16.101
50n_30p_seed1,0.3,1,16153000,13,DRA_ADVERTISE,15613,308,128,512,15.613
50n_30p_seed1,0.3,1,16179000,38,DRA_ADVERTISE,15209,343,128,512,15.209
50n_30p_seed1,0.3,1,16235000,15,DRA_ADVERTISE,15890,299,128,512,15.89
50n_30p_seed1,0.3,1,16502000,13,DRA_ADVERTISE,15962,308,128,512,15.962
50n_30p_seed1,0.3,1,16547000,20,DRA_ADVERTISE,16535,350,128,512,16.535
50n_30p_seed1,0.3,1,16714000,15,DRA_ADVERTISE,16369,299,128,512,16.369
50n_30p_seed1,0.3,1,17250000,32,DRA_ADVERTISE,16508,311,128,512,16.508
50n_30p_seed1,0.3,1,17277000,13,DRA_ADVERTISE,16737,308,128,512,16.737
50n_30p_seed1,0.3,1,17506000,20,DRA_ADVERTISE,17494,350,128,512,17.494
50n_30p_seed1,0.3,1,17659000,15,DRA_ADVERTISE,17314,299,128,512,17.314
50n_30p_seed1,0.3,1,18062000,38,DRA_ADVERTISE,17092,343,128,512,17.092
50n_30p_seed1,0.3,1,18932008,39,DRA_ADVERTISE,18794,357,128,512,18.794
50n_30p_seed1,0.3,1,19234000,15,DRA_ADVERTISE,18889,299,128,512,18.889
50n_30p_seed1,0.3,1,19237000,20,DRA_ADVERTISE,19225,350,128,512,19.225
50n_30p_seed1,0.3,1,19322000,13,DRA_ADVERTISE,18782,308,128,512,18.782
50n_30p_seed1,0.3,1,19688000,15,DRA_ADVERTISE,19343,299,128,512,19.343
50n_30p_seed1,0.3,1,19734000,20,DRA_ADVERTISE,19722,350,128,512,19.722
50n_30p_seed1,0.3,1,19787000,13,DRA_ADVERTISE,19247,308,128,512,19.247
50n_30p_seed1,0.3,1,19815000,44,DRA_ADVERTISE,19395,525,128,512,19.395
50n_30p_seed1,0.3,1,20155000,15,DRA_ADVERTISE,19810,299,128,512,19.81
50n_30p_seed1,0.3,1,20288000,20,DRA_ADVERTISE,20276,340,128,512,20.276
50n_30p_seed1,0.3,1,20390000,44,DRA_ADVERTISE,19970,525,128,512,19.97
50n_30p_seed1,0.3,1,20550000,32,DRA_ADVERTISE,19808,311,128,512,19.808
50n_30p_seed1,0.3,1,20680000,13,DRA_ADVERTISE,20140,308,128,512,20.14
50n_30p_seed1,0.3,1,20834000,20,DRA_ADVERTISE,20822,340,128,512,20.822
50n_30p_seed1,0.3,1,20900008,39,DRA_ADVERTISE,20762,346,128,512,20.762
50n_30p_seed1,0.3,1,20934000,15,DRA_ADVERTISE,20589,299,128,512,20.589
50n_30p_seed1,0.3,1,21109008,39,DRA_ADVERTISE,20971,362,128,512,20.971
50n_30p_seed1,0.3,1,21161000,44,DRA_ADVERTISE,20741,525,128,512,20.741
50n_30p_seed1,0.3,1,21179000,39,DRA_ADVERTISE,21041,351,128,512,21.041
50n_30p_seed1,0.3,1,21231000,42,DRA_ADVERTISE,20395,470,128,512,20.395
50n_30p_seed1,0.3,1,21317000,41,DRA_ADVERTISE,20928,336,128,512,20.928
50n_30p_seed1,0.3,1,21415000,38,DRA_ADVERTISE,20445,343,128,512,20.445
50n_30p_seed1,0.3,1,21523000,15,DRA_ADVERTISE,21178,299,128,512,21.178
50n_30p_seed1,0.3,1,21637000,42,DRA_ADVERTISE,20801,466,128,512,20.801
50n_30p_seed1,0.3,1,21663000,41,DRA_ADVERTISE,21274,336,128,512,21.274
50n_30p_seed1,0.3,1,21850008,39,DRA_ADVERTISE,21712,351,128,512,21.712
50n_30p_seed1,0.3,1,21885000,20,DRA_ADVERTISE,21873,340,128,512,21.873
50n_30p_seed1,0.3,1,22120000,24,DRA_ADVERTISE,21941,306,128,512,21.941
50n_30p_seed1,0.3,1,22321000,15,DRA_ADVERTISE,21976,299,128,512,21.976
50n_30p_seed1,0.3,1,22392000,34,DRA_ADVERTISE,21557,569,128,512,21.557
50n_30p_seed1,0.3,1,22454000,41,DRA_ADVERTISE,22065,336,128,512,22.065
50n_30p_seed1,0.3,1,22524000,13,DRA_ADVERTISE,21984,308,128,512,21.984
50n_30p_seed1,0.3,1,22534000,44,DRA_ADVERTISE,22114,525,128,512,22.114
50n_30p_seed1,0.3,1,22600000,24,DRA_ADVERTISE,22421,306,128,512,22.421
50n_30p_seed1,0.3,1,22744000,42,DRA_ADVERTISE,21908,466,128,512,21.908
50n_30p_seed1,0.3,1,22803000,34,DRA_ADVERTISE,21968,569,128,512,21.968
50n_30p_seed1,0.3,1,22866952,39,DRA_ADVERTISE,22728,341,128,512,22.728
50n_30p_seed1,0.3,1,22937000,20,DRA_ADVERTISE,22925,340,128,512,22.925
50n_30p_seed1,0.3,1,23323000,25,DRA_ADVERTISE,22841,302,128,512,22.841
50n_30p_seed1,0.3,1,23414000,24,DRA_ADVERTISE,23235,306,128,512,23.235
50n_30p_seed1,0.3,1,23746000,43,DRA_ADVERTISE,23533,481,128,512,23.533
50n_30p_seed1,0.3,1,23766000,34,DRA_ADVERTISE,22931,565,128,512,22.931
50n_30p_seed1,0.3,1,23880000,25,DRA_ADVERTISE,23398,297,128,512,23.398
50n_30p_seed1,0.3,1,23950000,41,DRA_ADVERTISE,23561,336,128,512,23.561
50n_30p_seed1,0.3,1,24076000,42,DRA_ADVERTISE,23240,462,128,512,23.24
50n_30p_seed1,0.3,1,24232000,43,DRA_ADVERTISE,24019,481,128,512,24.019
50n_30p_seed1,0.3,1,24565000,25,DRA_ADVERTISE,24083,297,128,512,24.083
50n_30p_seed1,0.3,1,24625000,15,DRA_ADVERTISE,24280,290,128,512,24.28
50n_30p_seed1,0.3,1,24773000,24,DRA_ADVERTISE,24594,306,128,512,24.594
50n_30p_seed1,0.3,1,24997000,43,DRA_ADVERTISE,24784,481,128,512,24.784
50n_30p_seed1,0.3,1,25126048,20,DRA_ADVERTISE,25114,331,128,512,25.114
50n_30p_seed1,0.3,1,25260048,20,DRA_ADVERTISE,25248,323,128,512,25.248
50n_30p_seed1,0.3,1,25516000,18,DRA_ADVERTISE,25265,320,128,512,25.265
50n_30p_seed1,0.3,1,25759000,34,DRA_ADVERTISE,24924,549,128,512,24.924
50n_30p_seed1,0.3,1,25889000,18,DRA_ADVERTISE,25638,320,128,512,25.638
50n_30p_seed1,0.3,1,26011000,20,DRA_ADVERTISE,25999,323,128,512,25.999
50n_30p_seed1,0.3,1,26333000,25,DRA_ADVERTISE,25851,297,128,512,25.851
50n_30p_seed1,0.3,1,26390000,32,DRA_ADVERTISE,25648,311,128,512,25.648
50n_30p_seed1,0.3,1,26535008,44,DRA_ADVERTISE,26115,502,128,512,26.115
50n_30p_seed1,0.3,1,26562000,13,DRA_ADVERTISE,26022,302,128,512,26.022
50n_30p_seed1,0.3,1,26939008,39,DRA_ADVERTISE,26801,332,128,512,26.801
50n_30p_seed1,0.3,1,26967000,44,DRA_ADVERTISE,26547,497,128,512,26.547
50n_30p_seed1,0.3,1,27008000,18,DRA_ADVERTISE,26757,320,128,512,26.757
50n_30p_seed1,0.3,1,27255000,42,DRA_ADVERTISE,26419,459,128,512,26.419
50n_30p_seed1,0.3,1,27332000,43,DRA_ADVERTISE,27119,481,128,512,27.119
50n_30p_seed1,0.3,1,27570000,15,DRA_ADVERTISE,27225,286,128,512,27.225
50n_30p_seed1,0.3,1,27810000,41,DRA_ADVERTISE,27421,328,128,512,27.421
50n_30p_seed1,0.3,1,28004000,9,DRA_ADVERTISE,27765,310,128,512,27.765
50n_30p_seed1,0.3,1,28427000,9,DRA_ADVERTISE,28188,310,128,512,28.188
50n_30p_seed1,0.3,1,28678000,24,DRA_ADVERTISE,28499,306,128,512,28.499
50n_30p_seed1,0.3,1,28861000,18,DRA_ADVERTISE,28610,320,128,512,28.61
50n_30p_seed1,0.3,1,29060000,34,DRA_ADVERTISE,28225,546,128,512,28.225
50n_30p_seed1,0.3,1,29171000,38,DRA_ADVERTISE,28201,334,128,512,28.201
50n_30p_seed1,0.3,1,29189000,9,DRA_ADVERTISE,28950,310,128,512,28.95
50n_30p_seed1,0.3,1,29334008,20,DRA_ADVERTISE,29322,323,128,512,29.322
50n_30p_seed1,0.3,1,30640000,25,DRA_ADVERTISE,30158,297,128,512,30.158
50n_30p_seed1,0.3,1,31075000,9,DRA_ADVERTISE,30836,304,128,512,30.836
50n_30p_seed1,0.3,1,31145000,43,DRA_ADVERTISE,30932,481,128,512,30.932
50n_30p_seed1,0.3,1,31894000,18,DRA_ADVERTISE,31643,320,128,512,31.643
50n_30p_seed1,0.3,1,31904920,24,DRA_ADVERTISE,31725,306,128,512,31.725
50n_30p_seed1,0.3,1,31942208,39,DRA_ADVERTISE,31804,310,128,512,31.804
50n_30p_seed1,0.3,1,32166008,24,DRA_ADVERTISE,31987,301,128,512,31.987
50n_30p_seed1,0.3,1,32180000,13,DRA_ADVERTISE,31640,297,128,512,31.64
50n_30p_seed1,0.3,1,32208296,39,DRA_ADVERTISE,32070,304,128,512,32.07
50n_30p_seed1,0.3,1,32706920,20,DRA_ADVERTISE,32694,316,128,512,32.694
50n_30p_seed1,0.3,1,35259000,9,DRA_ADVERTISE,35020,304,128,512,35.02
50n_30p_seed1,0.3,1,35267000,41,DRA_ADVERTISE,34878,328,128,512,34.878
50n_30p_seed1,0.3,1,35280000,44,DRA_ADVERTISE,34860,497,128,512,34.86
50n_30p_seed1,0.3,1,35682000,39,DRA_ADVERTISE,35544,299,128,512,35.544
50n_30p_seed1,0.3,1,35708000,20,DRA_ADVERTISE,35696,317,128,512,35.696
50n_30p_seed1,0.3,1,36091000,15,DRA_ADVERTISE,35746,274,128,512,35.746
50n_30p_seed1,0.3,1,37036000,42,DRA_ADVERTISE,36200,448,128,512,36.2
50n_30p_seed1,0.3,1,37112000,24,DRA_ADVERTISE,36933,296,128,512,36.933
50n_30p_seed1,0.3,1,37247296,20,DRA_ADVERTISE,37235,317,128,512,37.235
50n_30p_seed1,0.3,1,38083000,34,DRA_ADVERTISE,37248,540,128,512,37.248
50n_30p_seed1,0.3,1,38188000,25,DRA_ADVERTISE,37706,297,128,512,37.706
50n_30p_seed1,0.3,1,38537952,44,DRA_ADVERTISE,38117,477,128,512,38.117
50n_30p_seed1,0.3,1,38743000,43,DRA_ADVERTISE,38530,476,128,512,38.53
50n_30p_seed1,0.3,1,40184000,18,DRA_ADVERTISE,39933,307,128,512,39.933
50n_30p_seed1,0.3,1,41855000,9,DRA_ADVERTISE,41616,304,128,512,41.616
50n_30p_seed1,0.3,1,43222000,32,DRA_ADVERTISE,42480,295,128,512,42.48
50n_30p_seed1,0.3,1,44218000,38,DRA_ADVERTISE,43248,334,128,512,43.248
50n_30p_seed1,0.3,1,44849000,13,DRA_ADVERTISE,44309,288,128,512,44.309
50n_30p_seed1,0.3,1,45577000,44,DRA_ADVERTISE,45157,472,128,512,45.157
50n_30p_seed1,0.3,1,46951000,24,DRA_ADVERTISE,46772,296,128,512,46.772
50n_30p_seed1,0.3,1,49193000,25,DRA_ADVERTISE,48711,297,128,512,48.711
50n_30p_seed1,0.3,1,49394000,15,DRA_ADVERTISE,49049,274,128,512,49.049
50n_30p_seed1,0.3,1,49645000,43,DRA_ADVERTISE,49432,465,128,512,49.432
50n_30p_seed1,0.3,1,49926000,42,DRA_ADVERTISE,49090,448,128,512,49.09
50n_30p_seed1,0.3,1,50237000,41,DRA_ADVERTISE,49848,320,128,512,49.848
50n_30p_seed1,0.3,1,51325000,20,DRA_ADVERTISE,51313,299,128,512,51.313
50n_30p_seed1,0.3,1,51493000,18,DRA_ADVERTISE,51242,307,128,512,51.242
50n_30p_seed1,0.3,1,52817000,34,DRA_ADVERTISE,51982,520,128,512,51.982
50n_30p_seed1,0.3,1,52933000,9,DRA_ADVERTISE,52694,304,128,512,52.694
50n_30p_seed1,0.3,1,53545000,39,DRA_ADVERTISE,53407,280,128,512,53.407
50n_30p_seed1,0.3,1,54821000,39,DRA_ADVERTISE,54683,280,128,512,54.683
50n_30p_seed1,0.3,1,56937000,38,DRA_ADVERTISE,55967,326,128,512,55.967
50n_30p_seed1,0.3,1,57447000,20,DRA_ADVERTISE,57435,294,128,512,57.435
50n_30p_seed1,0.3,1,57532000,32,DRA_ADVERTISE,56790,295,128,512,56.79
50n_30p_seed1,0.3,1,60695000,13,DRA_ADVERTISE,60155,278,128,512,60.155
50n_30p_seed1,0.3,1,62244000,15,DRA_ADVERTISE,61899,268,128,512,61.899
50n_30p_seed1,0.3,1,63518000,15,DRA_ADVERTISE,63173,268,128,512,63.173
50n_30p_seed1,0.3,1,64681000,25,DRA_ADVERTISE,64199,292,128,512,64.199
50n_30p_seed1,0.3,1,65037000,34,DRA_ADVERTISE,64202,520,128,512,64.202
50n_30p_seed1,0.3,1,65482000,43,DRA_ADVERTISE,65269,456,128,512,65.269
50n_30p_seed1,0.3,1,66508000,42,DRA_ADVERTISE,65672,437,128,512,65.672
50n_30p_seed1,0.3,1,66636000,13,DRA_ADVERTISE,66096,278,128,512,66.096
50n_30p_seed1,0.3,1,66897000,41,DRA_ADVERTISE,66508,320,128,512,66.508
50n_30p_seed1,0.3,1,67153000,44,DRA_ADVERTISE,66733,454,128,512,66.733
50n_30p_seed1,0.3,1,67546000,25,DRA_ADVERTISE,67064,292,128,512,67.064
50n_30p_seed1,0.3,1,68121984,20,DRA_ADVERTISE,68109,286,128,512,68.109
50n_30p_seed1,0.3,1,68470000,18,DRA_ADVERTISE,68219,301,128,512,68.219
50n_30p_seed1,0.3,1,69912000,39,DRA_ADVERTISE,69774,286,128,512,69.774
50n_30p_seed1,0.3,1,70757000,24,DRA_ADVERTISE,70578,288,128,512,70.578
50n_30p_seed1,0.3,1,71222000,9,DRA_ADVERTISE,70983,299,128,512,70.983
50n_30p_seed1,0.3,1,72722000,41,DRA_ADVERTISE,72333,313,128,512,72.333
50n_30p_seed1,0.3,1,72979000,9,DRA_ADVERTISE,72740,299,128,512,72.74
50n_30p_seed1,0.3,1,73500952,44,DRA_ADVERTISE,73080,450,128,512,73.08
50n_30p_seed1,0.3,1,74965000,38,DRA_ADVERTISE,73995,319,128,512,73.995
50n_30p_seed1,0.3,1,76216000,34,DRA_ADVERTISE,75381,514,128,512,75.381
50n_30p_seed1,0.3,1,76476000,32,DRA_ADVERTISE,75734,287,128,512,75.734
50n_30p_seed1,0.3,1,77824000,24,DRA_ADVERTISE,77645,288,128,512,77.645
50n_30p_seed1,0.3,1,79755000,13,DRA_ADVERTISE,79215,275,128,512,79.215
50n_30p_seed1,0.3,1,80114000,32,DRA_ADVERTISE,79372,287,128,512,79.372
50n_30p_seed1,0.3,1,80568000,34,DRA_ADVERTISE,79733,514,128,512,79.733
50n_30p_seed1,0.3,1,82135000,20,DRA_ADVERTISE,82123,277,128,512,82.123
50n_30p_seed1,0.3,1,82858000,43,DRA_ADVERTISE,82645,448,128,512,82.645
50n_30p_seed1,0.3,1,83343000,44,DRA_ADVERTISE,82923,433,128,512,82.923
50n_30p_seed1,0.3,1,83907000,42,DRA_ADVERTISE,83071,427,128,512,83.071
50n_30p_seed1,0.3,1,84589000,15,DRA_ADVERTISE,84244,265,128,512,84.244
50n_30p_seed1,0.3,1,85282000,41,DRA_ADVERTISE,84893,313,128,512,84.893
50n_30p_seed1,0.3,1,85751000,25,DRA_ADVERTISE,85269,292,128,512,85.269
50n_30p_seed1,0.3,1,87182000,24,DRA_ADVERTISE,87003,288,128,512,87.003
50n_30p_seed1,0.3,1,87283000,18,DRA_ADVERTISE,87032,292,128,512,87.032
50n_30p_seed1,0.3,1,87384000,39,DRA_ADVERTISE,87246,274,128,512,87.246
50n_30p_seed1,0.3,1,87606000,9,DRA_ADVERTISE,87367,299,128,512,87.367
50n_30p_seed1,0.3,1,90272000,38,DRA_ADVERTISE,89302,319,128,512,89.302
50n_30p_seed1,0.3,1,93623000,32,DRA_ADVERTISE,92881,283,128,512,92.881
50n_30p_seed1,0.3,1,95764000,34,DRA_ADVERTISE,94929,497,128,512,94.929
50n_30p_seed1,0.3,1,96021000,38,DRA_ADVERTISE,95051,319,128,512,95.051
50n_30p_seed1,0.3,1,96203000,15,DRA_ADVERTISE,95858,264,128,512,95.858
50n_30p_seed1,0.3,1,96355000,13,DRA_ADVERTISE,95815,271,128,512,95.815
50n_30p_seed1,0.3,1,97561000,24,DRA_ADVERTISE,97382,284,128,512,97.382
50n_30p_seed1,0.3,1,98287000,42,DRA_ADVERTISE,97451,423,128,512,97.451
50n_30p_seed1,0.3,1,98957000,44,DRA_ADVERTISE,98537,427,128,512,98.537
50n_30p_seed1,0.3,1,99758000,20,DRA_ADVERTISE,99746,272,128,512,99.746
50n_30p_seed1,0.3,1,100450000,18,DRA_ADVERTISE,100199,292,128,512,100.199
50n_30p_seed1,0.3,1,100690000,39,DRA_ADVERTISE,100552,265,128,512,100.552
50n_30p_seed1,0.3,1,100956000,25,DRA_ADVERTISE,100474,288,128,512,100.474
50n_30p_seed1,0.3,1,101738000,9,DRA_ADVERTISE,101499,294,128,512,101.499
50n_30p_seed1,0.3,1,101992000,41,DRA_ADVERTISE,101603,313,128,512,101.603
50n_30p_seed1,0.3,1,102017000,42,DRA_ADVERTISE,101181,423,128,512,101.181
50n_30p_seed1,0.3,1,103283000,18,DRA_ADVERTISE,103032,292,128,512,103.032
50n_30p_seed1,0.3,1,104458000,44,DRA_ADVERTISE,104038,423,128,512,104.038
50n_30p_seed1,0.3,1,105006000,43,DRA_ADVERTISE,104793,438,128,512,104.793
50n_30p_seed1,0.3,1,105823984,44,DRA_ADVERTISE,105403,423,128,512,105.403
50n_30p_seed1,0.3,1,107608000,32,DRA_ADVERTISE,106866,280,128,512,106.866
50n_30p_seed1,0.3,1,108954000,38,DRA_ADVERTISE,107984,312,128,512,107.984
50n_30p_seed1,0.3,1,109844000,43,DRA_ADVERTISE,109631,438,128,512,109.631
50n_30p_seed1,0.3,1,112663000,42,DRA_ADVERTISE,111827,419,128,512,111.827
50n_30p_seed1,0.3,1,113174000,24,DRA_ADVERTISE,112995,281,128,512,112.995
50n_30p_seed1,0.3,1,114294000,34,DRA_ADVERTISE,113459,495,128,512,113.459
50n_30p_seed1,0.3,1,114846000,39,DRA_ADVERTISE,114708,262,128,512,114.708
50n_30p_seed1,0.3,1,115028000,13,DRA_ADVERTISE,114488,267,128,512,114.488
50n_30p_seed1,0.3,1,115328000,43,DRA_ADVERTISE,115115,435,128,512,115.115
50n_30p_seed1,0.3,1,115615000,15,DRA_ADVERTISE,115270,261,128,512,115.27
50n_30p_seed1,0.3,1,115645000,18,DRA_ADVERTISE,115394,284,128,512,115.394
50n_30p_seed1,0.3,1,115775000,44,DRA_ADVERTISE,115355,420,128,512,115.355
50n_30p_seed1,0.3,1,116276000,20,DRA_ADVERTISE,116264,266,128,512,116.264
50n_30p_seed1,0.3,1,117019000,41,DRA_ADVERTISE,116630,307,128,512,116.63
50n_30p_seed1,0.3,1,118164000,15,DRA_ADVERTISE,117819,261,128,512,117.819
50n_30p_seed1,0.3,1,119011000,39,DRA_ADVERTISE,118873,262,128,512,118.873
50n_30p_seed1,0.3,1,119416000,25,DRA_ADVERTISE,118934,288,128,512,118.934
50n_30p_seed1,0.3,1,121164000,32,DRA_ADVERTISE,120422,277,128,512,120.422
50n_30p_seed1,0.3,1,121753000,9,DRA_ADVERTISE,121514,294,128,512,121.514
50n_30p_seed1,0.3,1,126745000,44,DRA_ADVERTISE,126325,416,128,512,126.325
50n_30p_seed1,0.3,1,128053000,38,DRA_ADVERTISE,127083,312,128,512,127.083
50n_30p_seed1,0.3,1,129097000,20,DRA_ADVERTISE,129085,264,128,512,129.085
50n_30p_seed1,0.3,1,129535000,13,DRA_ADVERTISE,128995,265,128,512,128.995
50n_30p_seed1,0.3,1,129784000,41,DRA_ADVERTISE,129395,307,128,512,129.395
50n_30p_seed1,0.3,1,130527000,43,DRA_ADVERTISE,130314,432,128,512,130.314
50n_30p_seed1,0.3,1,130710000,15,DRA_ADVERTISE,130365,259,128,512,130.365
50n_30p_seed1,0.3,1,131545000,41,DRA_ADVERTISE,131156,307,128,512,131.156
50n_30p_seed1,0.3,1,131622000,24,DRA_ADVERTISE,131443,278,128,512,131.443
50n_30p_seed1,0.3,1,132657000,42,DRA_ADVERTISE,131821,416,128,512,131.821
50n_30p_seed1,0.3,1,132842000,18,DRA_ADVERTISE,132591,284,128,512,132.591
50n_30p_seed1,0.3,1,134951000,25,DRA_ADVERTISE,134469,288,128,512,134.469
50n_30p_seed1,0.3,1,135803000,34,DRA_ADVERTISE,134968,483,128,512,134.968
50n_30p_seed1,0.3,1,136030000,25,DRA_ADVERTISE,135548,284,128,512,135.548
50n_30p_seed1,0.3,1,136257000,39,DRA_ADVERTISE,136119,256,128,512,136.119
50n_30p_seed1,0.3,1,138215000,9,DRA_ADVERTISE,137976,290,128,512,137.976
